conc,shell1,shell2,shell3,shell4,shell5,shell6,enthalpy
0.625,0.578125,0.3333333333333333,0.3958333333333333,0.5885416666666666,0.4375,0.08333333333333333,25.07564023626037
0.625,0.46875,0.3958333333333333,0.5208333333333334,0.4895833333333333,0.4375,0.16666666666666666,27.76023491716478
0.625,0.46875,0.4583333333333333,0.5208333333333334,0.46875,0.5,0.25,26.776619457174093
0.625,0.484375,0.5416666666666666,0.5208333333333334,0.4739583333333333,0.4375,0.16666666666666666,24.1441439044429
0.625,0.515625,0.5,0.4583333333333333,0.5052083333333334,0.5,0.20833333333333334,25.37232719559688
0.625,0.4375,0.4375,0.5416666666666666,0.4583333333333333,0.5625,0.16666666666666666,28.280571643146686
0.625,0.53125,0.4583333333333333,0.4583333333333333,0.5364583333333334,0.375,0.125,25.300672653946094
0.625,0.5,0.4791666666666667,0.5,0.4791666666666667,0.5,0.16666666666666666,24.746914931107312
0.625,0.5,0.5,0.4583333333333333,0.5,0.4375,0.125,25.60788296360988
0.625,0.5,0.6041666666666666,0.4166666666666667,0.484375,0.4375,0.16666666666666666,24.609207466477528
0.625,0.484375,0.4166666666666667,0.5625,0.4791666666666667,0.5625,0.16666666666666666,26.66088328801561
0.625,0.4375,0.4583333333333333,0.4791666666666667,0.4635416666666667,0.5625,0.20833333333333334,28.58193975314498
0.625,0.453125,0.4583333333333333,0.4375,0.46875,0.5625,0.125,27.4422192259226
0.625,0.5,0.4791666666666667,0.4583333333333333,0.5,0.5,0.16666666666666666,25.005825428292155
0.625,0.484375,0.5416666666666666,0.4791666666666667,0.4791666666666667,0.4375,0.20833333333333334,24.823307130951434
0.625,0.484375,0.5416666666666666,0.5,0.4739583333333333,0.5,0.16666666666666666,25.782598875579424
0.625,0.5625,0.4583333333333333,0.4166666666666667,0.5208333333333334,0.5,0.16666666666666666,24.1462552822195
0.625,0.5,0.5,0.5416666666666666,0.4791666666666667,0.4375,0.16666666666666666,25.06548784126062
0.625,0.53125,0.3958333333333333,0.4583333333333333,0.5104166666666666,0.625,0.16666666666666666,26.46290112286806
0.625,0.484375,0.5416666666666666,0.5,0.4791666666666667,0.5,0.16666666666666666,24.492391847306862
0.625,0.484375,0.5416666666666666,0.4583333333333333,0.4791666666666667,0.625,0.125,25.618452826864086
0.625,0.5,0.5416666666666666,0.5,0.5,0.25,0.125,25.016138612874784
0.625,0.453125,0.5,0.5625,0.46875,0.3125,0.125,25.838894237414934
0.625,0.46875,0.4583333333333333,0.5208333333333334,0.4739583333333333,0.4375,0.125,26.89446141908411
0.625,0.40625,0.3333333333333333,0.4375,0.46875,0.5,0.16666666666666666,31.503344595083036
0.625,0.46875,0.5208333333333334,0.5,0.4739583333333333,0.4375,0.125,26.363257384160534
0.625,0.53125,0.3958333333333333,0.4166666666666667,0.5104166666666666,0.375,0.16666666666666666,26.8040039408952
0.625,0.4375,0.5208333333333334,0.3958333333333333,0.4583333333333333,0.5625,0.20833333333333334,27.643348287325352
0.625,0.484375,0.4166666666666667,0.4791666666666667,0.4739583333333333,0.4375,0.25,26.918465136084706
0.625,0.453125,0.4791666666666667,0.5416666666666666,0.46875,0.4375,0.16666666666666666,26.066098078503273
0.625,0.53125,0.4791666666666667,0.3958333333333333,0.5104166666666666,0.5625,0.16666666666666666,25.290380766964518
0.625,0.5,0.375,0.4583333333333333,0.5260416666666666,0.375,0.16666666666666666,26.795215369435027
0.625,0.5,0.4791666666666667,0.5416666666666666,0.484375,0.4375,0.16666666666666666,25.292839181027375
0.625,0.5,0.5625,0.4583333333333333,0.484375,0.4375,0.125,24.14768446609378
0.625,0.5625,0.375,0.4791666666666667,0.5208333333333334,0.5,0.16666666666666666,25.60205820784904
0.625,0.5,0.4791666666666667,0.5,0.5,0.5,0.16666666666666666,25.990855868905783
0.625,0.546875,0.4583333333333333,0.4791666666666667,0.5,0.3125,0.16666666666666666,23.911349077010527
0.625,0.5,0.4791666666666667,0.4583333333333333,0.5,0.5,0.125,25.392318199039437
0.625,0.46875,0.5208333333333334,0.5833333333333334,0.46875,0.375,0.16666666666666666,24.9915118846111
0.625,0.421875,0.4375,0.5416666666666666,0.4583333333333333,0.4375,0.20833333333333334,28.85916139918845
0.625,0.53125,0.5,0.4583333333333333,0.5104166666666666,0.4375,0.16666666666666666,24.278009914560243
0.625,0.5,0.5,0.5208333333333334,0.484375,0.4375,0.125,24.648501000599936
0.625,0.46875,0.5,0.5208333333333334,0.46875,0.5,0.16666666666666666,26.060217716847546
0.625,0.484375,0.5,0.5625,0.4791666666666667,0.4375,0.16666666666666666,25.297601786325686
0.625,0.5,0.4791666666666667,0.5208333333333334,0.484375,0.5,0.08333333333333333,25.501245935913175
0.625,0.390625,0.3958333333333333,0.5,0.4427083333333333,0.4375,0.20833333333333334,31.48158294800669
0.625,0.4375,0.5208333333333334,0.5208333333333334,0.4583333333333333,0.4375,0.16666666666666666,26.971124663949013
0.625,0.625,0.25,0.2916666666666667,0.6041666666666666,0.375,0.16666666666666666,27.48301675368566
0.625,0.5,0.6041666666666666,0.4166666666666667,0.4791666666666667,0.5,0.20833333333333334,24.638330094283447
0.625,0.453125,0.5416666666666666,0.5625,0.4635416666666667,0.3125,0.125,25.88974494615104
0.625,0.515625,0.4791666666666667,0.4791666666666667,0.4895833333333333,0.5,0.125,25.13198232569266
0.625,0.453125,0.4583333333333333,0.5416666666666666,0.46875,0.5,0.125,28.039912795531563
0.625,0.5625,0.4166666666666667,0.3958333333333333,0.5208333333333334,0.5,0.20833333333333334,25.840380630805157
0.625,0.46875,0.5208333333333334,0.4166666666666667,0.46875,0.5625,0.16666666666666666,25.999466857872903
0.625,0.359375,0.4166666666666667,0.4791666666666667,0.4322916666666667,0.4375,0.16666666666666666,32.26015035447199
0.625,0.46875,0.5,0.5208333333333334,0.46875,0.5,0.16666666666666666,25.51960950961802
0.625,0.5,0.4791666666666667,0.5625,0.4791666666666667,0.4375,0.125,24.480556109570898
0.625,0.484375,0.5,0.5208333333333334,0.4791666666666667,0.5625,0.16666666666666666,25.476136577199213
0.625,0.5,0.5,0.5416666666666666,0.4791666666666667,0.4375,0.16666666666666666,24.277707658708096
0.625,0.46875,0.5833333333333334,0.4583333333333333,0.46875,0.5,0.125,25.147572721121833
0.625,0.46875,0.4791666666666667,0.4583333333333333,0.4895833333333333,0.4375,0.20833333333333334,27.576126395142637
0.625,0.4375,0.3333333333333333,0.4791666666666667,0.4791666666666667,0.5,0.125,31.595615615718998
0.625,0.46875,0.5625,0.4791666666666667,0.4739583333333333,0.5,0.16666666666666666,25.386813365737908
0.625,0.484375,0.5,0.5208333333333334,0.4791666666666667,0.5625,0.125,25.33458217291627
0.625,0.4375,0.4375,0.5,0.4635416666666667,0.5625,0.16666666666666666,28.637141146115027
0.625,0.5,0.4375,0.5416666666666666,0.4791666666666667,0.5,0.125,25.72791494813282
0.625,0.4375,0.5625,0.4791666666666667,0.4583333333333333,0.4375,0.20833333333333334,26.7680610853713
0.625,0.5,0.4166666666666667,0.4583333333333333,0.5,0.5625,0.16666666666666666,27.549081113771535
0.625,0.5,0.5,0.4583333333333333,0.5,0.5,0.125,24.991438001510687
0.625,0.4375,0.5208333333333334,0.4583333333333333,0.4583333333333333,0.5625,0.16666666666666666,27.07618915103376
0.625,0.609375,0.3958333333333333,0.375,0.5989583333333334,0.3125,0.125,23.688475567498244
0.625,0.4375,0.4375,0.4375,0.4635416666666667,0.5,0.20833333333333334,28.18778136605397
0.625,0.578125,0.3333333333333333,0.3541666666666667,0.5885416666666666,0.3125,0.16666666666666666,25.58655718108639
0.625,0.484375,0.5833333333333334,0.5208333333333334,0.4791666666666667,0.3125,0.125,24.07954149483703
0.625,0.5,0.5,0.5208333333333334,0.4791666666666667,0.5,0.16666666666666666,24.854348147287965
0.625,0.484375,0.5208333333333334,0.5833333333333334,0.4791666666666667,0.3125,0.125,24.656055959057994
0.625,0.46875,0.5416666666666666,0.5,0.46875,0.5625,0.125,24.957781518925913
0.625,0.46875,0.5625,0.4375,0.46875,0.5625,0.125,25.404261161223985
0.625,0.484375,0.3958333333333333,0.4791666666666667,0.4947916666666667,0.5,0.125,28.33499569655396
0.625,0.4375,0.5833333333333334,0.4166666666666667,0.4583333333333333,0.5625,0.125,26.351268990314566
0.625,0.421875,0.5208333333333334,0.4583333333333333,0.4583333333333333,0.4375,0.25,27.724007414188236
0.625,0.5,0.4583333333333333,0.5208333333333334,0.484375,0.5625,0.125,25.536375893629156
0.625,0.484375,0.4791666666666667,0.5625,0.4791666666666667,0.375,0.16666666666666666,24.659743036492728
0.625,0.53125,0.4583333333333333,0.4583333333333333,0.5104166666666666,0.4375,0.125,24.329010269488208
0.625,0.46875,0.5,0.5416666666666666,0.4739583333333333,0.5,0.125,25.726427875692025
0.625,0.5,0.4791666666666667,0.5208333333333334,0.5,0.4375,0.125,25.461293140426278
0.625,0.5,0.3541666666666667,0.4375,0.484375,0.625,0.16666666666666666,28.64884585037362
0.625,0.484375,0.4166666666666667,0.5416666666666666,0.4791666666666667,0.5,0.20833333333333334,25.56422705843579
0.625,0.4375,0.4583333333333333,0.5416666666666666,0.4635416666666667,0.375,0.16666666666666666,27.253539478057064
0.625,0.453125,0.5208333333333334,0.5208333333333334,0.4635416666666667,0.5,0.20833333333333334,26.95565001689829
0.625,0.515625,0.5208333333333334,0.4791666666666667,0.4895833333333333,0.375,0.16666666666666666,24.29358870186843
0.625,0.546875,0.4375,0.4375,0.5,0.5,0.20833333333333334,25.124259568867274
0.625,0.5,0.4375,0.4375,0.484375,0.5,0.20833333333333334,26.62981538963504
0.625,0.453125,0.4166666666666667,0.5208333333333334,0.4635416666666667,0.5625,0.20833333333333334,28.30520467867609
0.625,0.453125,0.5208333333333334,0.5,0.46875,0.4375,0.16666666666666666,25.94023696356453
0.625,0.5,0.4166666666666667,0.5625,0.484375,0.5625,0.16666666666666666,26.865492892451584
0.625,0.453125,0.5625,0.4375,0.46875,0.5,0.20833333333333334,26.650547069264576
0.625,0.5,0.5208333333333334,0.4791666666666667,0.484375,0.375,0.20833333333333334,25.2860235334374
0.625,0.4375,0.5,0.4583333333333333,0.4635416666666667,0.5,0.25,27.252081776387058
0.625,0.484375,0.3541666666666667,0.4375,0.4791666666666667,0.5,0.20833333333333334,29.389735123841092
0.625,0.34375,0.375,0.4166666666666667,0.4270833333333333,0.5,0.25,34.635659976513125
0.625,0.46875,0.5208333333333334,0.5,0.4739583333333333,0.4375,0.16666666666666666,25.841573949088342
0.625,0.484375,0.5,0.5416666666666666,0.4791666666666667,0.5,0.16666666666666666,25.14222118584439
0.625,0.515625,0.5,0.4791666666666667,0.5052083333333334,0.4375,0.125,25.28202486806549
0.625,0.46875,0.5,0.4375,0.46875,0.625,0.16666666666666666,26.69081476633437
0.625,0.484375,0.5833333333333334,0.4791666666666667,0.4739583333333333,0.4375,0.16666666666666666,24.359329500119202
0.625,0.453125,0.4166666666666667,0.5,0.4635416666666667,0.625,0.16666666666666666,28.710249576717615
0.625,0.453125,0.5625,0.4791666666666667,0.46875,0.375,0.16666666666666666,26.49206950806547
0.625,0.4375,0.5833333333333334,0.4166666666666667,0.4583333333333333,0.5,0.25,26.327002602629364
0.625,0.40625,0.5416666666666666,0.4583333333333333,0.4479166666666667,0.375,0.16666666666666666,27.785909819300286
0.625,0.453125,0.6041666666666666,0.4375,0.46875,0.375,0.20833333333333334,26.009985215961933
0.625,0.453125,0.5208333333333334,0.5208333333333334,0.46875,0.375,0.16666666666666666,25.689661558018997
0.625,0.4375,0.5,0.5,0.4583333333333333,0.5,0.20833333333333334,26.98775546962861
0.625,0.484375,0.5416666666666666,0.5208333333333334,0.4791666666666667,0.3125,0.16666666666666666,24.875842118053697
0.625,0.5,0.4791666666666667,0.5208333333333334,0.484375,0.5,0.16666666666666666,25.29679049027618
0.625,0.546875,0.4166666666666667,0.4583333333333333,0.5416666666666666,0.5,0.16666666666666666,24.6546182470629
0.625,0.5,0.5208333333333334,0.4375,0.4791666666666667,0.5625,0.16666666666666666,25.116986656794325
0.625,0.5625,0.4791666666666667,0.375,0.546875,0.4375,0.16666666666666666,24.25155653397087
0.625,0.5,0.5208333333333334,0.4583333333333333,0.484375,0.4375,0.20833333333333334,24.86156197404489
0.625,0.5,0.375,0.5,0.5,0.6875,0.08333333333333333,26.49296236759983
0.625,0.546875,0.4791666666666667,0.375,0.5416666666666666,0.4375,0.16666666666666666,24.72222238453105
0.625,0.453125,0.5208333333333334,0.4791666666666667,0.46875,0.5,0.16666666666666666,26.075993948848918
0.625,0.46875,0.5,0.5,0.4739583333333333,0.5,0.125,26.58210597652942
0.625,0.484375,0.5,0.5208333333333334,0.4791666666666667,0.5625,0.16666666666666666,25.474569056998007
0.625,0.46875,0.5833333333333334,0.4166666666666667,0.4739583333333333,0.5,0.125,25.25275562016759
0.625,0.484375,0.4791666666666667,0.4791666666666667,0.4739583333333333,0.5,0.20833333333333334,26.894080325728282
0.625,0.46875,0.4166666666666667,0.5208333333333334,0.4895833333333333,0.5,0.16666666666666666,27.66920150606893
0.625,0.53125,0.4791666666666667,0.375,0.5364583333333334,0.4375,0.16666666666666666,25.442573858541436
0.625,0.5,0.4583333333333333,0.5,0.5,0.4375,0.20833333333333334,25.479777765343897
0.625,0.484375,0.6041666666666666,0.4375,0.4791666666666667,0.5,0.16666666666666666,24.524043583427556
0.625,0.46875,0.4166666666666667,0.5625,0.46875,0.75,0.041666666666666664,27.908388165407814
0.625,0.5,0.5208333333333334,0.5416666666666666,0.4791666666666667,0.375,0.16666666666666666,24.638787301490083
0.625,0.515625,0.4375,0.4791666666666667,0.4895833333333333,0.625,0.16666666666666666,25.38518254586961
0.625,0.546875,0.3958333333333333,0.4791666666666667,0.5416666666666666,0.375,0.125,25.266847999067977
0.625,0.40625,0.5208333333333334,0.375,0.4479166666666667,0.5625,0.16666666666666666,30.189281477825716
0.625,0.53125,0.5625,0.3333333333333333,0.5364583333333334,0.4375,0.125,23.823418509447947
0.625,0.46875,0.4375,0.4791666666666667,0.4895833333333333,0.4375,0.20833333333333334,27.791720860404894
0.625,0.453125,0.6041666666666666,0.375,0.46875,0.5625,0.125,26.140192121150903
0.625,0.46875,0.625,0.3958333333333333,0.4739583333333333,0.5625,0.16666666666666666,24.972827259800397
0.625,0.46875,0.4583333333333333,0.5625,0.4739583333333333,0.5625,0.125,26.239758306997828
0.625,0.484375,0.5625,0.5,0.4739583333333333,0.4375,0.125,24.77261482551694
0.625,0.46875,0.5208333333333334,0.4791666666666667,0.4739583333333333,0.5,0.16666666666666666,26.119959239847958
0.625,0.5,0.4166666666666667,0.5416666666666666,0.484375,0.5,0.20833333333333334,26.03768868930638
0.625,0.484375,0.4791666666666667,0.5416666666666666,0.4739583333333333,0.5625,0.125,24.984719463041984
0.625,0.484375,0.5625,0.5208333333333334,0.4791666666666667,0.375,0.125,24.61783051188104
0.625,0.46875,0.5208333333333334,0.5416666666666666,0.4739583333333333,0.3125,0.16666666666666666,25.370277955546044
0.625,0.484375,0.4583333333333333,0.5,0.4791666666666667,0.625,0.125,26.962956025381573
0.625,0.53125,0.5,0.4166666666666667,0.5364583333333334,0.375,0.041666666666666664,24.334350914228708
0.625,0.375,0.375,0.4583333333333333,0.4375,0.4375,0.20833333333333334,33.51048200111836
0.625,0.46875,0.5208333333333334,0.4375,0.46875,0.5625,0.20833333333333334,26.13547052303329
0.625,0.5,0.5833333333333334,0.4583333333333333,0.4791666666666667,0.375,0.08333333333333333,24.094098108587787
0.625,0.46875,0.5625,0.5,0.46875,0.375,0.125,24.974258170695975
0.625,0.484375,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.625,0.125,25.00452202698216
0.625,0.46875,0.6041666666666666,0.4166666666666667,0.46875,0.5625,0.125,24.93783293897286
0.625,0.390625,0.375,0.4791666666666667,0.4479166666666667,0.4375,0.20833333333333334,32.508931361022405
0.625,0.546875,0.4166666666666667,0.4375,0.5416666666666666,0.5625,0.08333333333333333,25.786835263483226
0.625,0.484375,0.4583333333333333,0.5416666666666666,0.4791666666666667,0.625,0.16666666666666666,26.511901159887202
0.625,0.5,0.5625,0.5416666666666666,0.4791666666666667,0.25,0.125,23.20739013433922
0.625,0.46875,0.6666666666666666,0.3125,0.46875,0.625,0.08333333333333333,24.92463376838714
0.625,0.453125,0.4583333333333333,0.5625,0.46875,0.4375,0.08333333333333333,26.749641907401383
0.625,0.5,0.5416666666666666,0.4583333333333333,0.484375,0.5,0.125,24.659266624366865
0.625,0.453125,0.4166666666666667,0.4583333333333333,0.484375,0.5,0.20833333333333334,28.244860477978364
0.625,0.5,0.5416666666666666,0.5,0.484375,0.375,0.16666666666666666,25.08601105341222
0.625,0.46875,0.5208333333333334,0.4375,0.4739583333333333,0.625,0.16666666666666666,26.208340422832407
0.625,0.46875,0.5,0.5833333333333334,0.4739583333333333,0.375,0.08333333333333333,25.683377642999403
0.625,0.4375,0.4791666666666667,0.4166666666666667,0.4791666666666667,0.4375,0.20833333333333334,27.654772700509056
0.625,0.484375,0.6666666666666666,0.3958333333333333,0.4791666666666667,0.4375,0.16666666666666666,23.986719195265323
0.625,0.46875,0.5,0.4583333333333333,0.46875,0.5625,0.16666666666666666,26.17775782442186
0.625,0.46875,0.625,0.3958333333333333,0.46875,0.5,0.16666666666666666,24.93223727820441
0.625,0.46875,0.5,0.4583333333333333,0.46875,0.625,0.125,26.240729963290505
0.625,0.484375,0.625,0.4166666666666667,0.4791666666666667,0.5,0.125,24.043467986397445
0.625,0.53125,0.5416666666666666,0.3958333333333333,0.5104166666666666,0.375,0.125,24.327710233745165
0.625,0.484375,0.5833333333333334,0.3958333333333333,0.4791666666666667,0.6875,0.08333333333333333,25.138950231601484
0.625,0.484375,0.4583333333333333,0.5625,0.4739583333333333,0.5625,0.16666666666666666,27.260949638439342
0.625,0.4375,0.4583333333333333,0.5833333333333334,0.4583333333333333,0.4375,0.125,27.21423889196012
0.625,0.5,0.5,0.4583333333333333,0.5,0.4375,0.125,25.353877438232303
0.625,0.5,0.5,0.5,0.4791666666666667,0.5,0.16666666666666666,25.268465233501047
0.625,0.546875,0.4583333333333333,0.3958333333333333,0.5416666666666666,0.5625,0.125,25.91213731840253
0.625,0.46875,0.5416666666666666,0.5416666666666666,0.46875,0.4375,0.20833333333333334,25.71626074798405
